variable_order,variable_original,variable_recoded,label_original,label_pt,label_en,form_name_pt,form_name_en,field_type,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Branching Logic (Show field only if...),Required Field?,Field Annotation,eleg_arm_1,1visit_arm_1,2visit_arm_1,3visit_arm_1,Variable column (Original),Included,Factor,Level_pt
55,eleg2_whichlab_2,eleg_lab_location,Qual o local agendado para coleta?,Local coleta,Collection Location,elegibilidade,elegibility,radio,"1, ESF I - VILA REIS (Gilberto Rinaldi) | 2, ESF II - BOM JESUS (Nelson Pereira Lima) | 3, ESF III - ILHA GRANDE (João Pegoraro) | 4, ESF IV - JURUCÊ (Sarandy) | 5, ESF V - VILA PAULISTA (Joao Augusto dos Reis) | 6, ESF VI - MORUMBI (Antonio Jacomini) | 7, ESF VII - CESAR CAPATO (Doutor Francisco Xavier Toda Filho) | 8, UBS - SANTA JULIA (Ruth Rodrigues de Pereira) | 9, UBS - VILA REIS (Dr Pedro Saud) | 10, UBS - MORUMBI | 11, CENTRO DE SAÚDE",,,,,,,,1,,,,BC,0,"data$eleg_lab_location.factor = factor(data$eleg_lab_location,levels=c(""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11"")) # eleg_lab_location 118","levels(data$eleg_lab_location.factor)=c(""ESF I - VILA REIS (Gilberto Rinaldi)"",""ESF II - BOM JESUS (Nelson Pereira Lima)"",""ESF III - ILHA GRANDE (João Pegoraro)"",""ESF IV - JURUCÊ (Sarandy)"",""ESF V - VILA PAULISTA (Joao Augusto dos Reis)"",""ESF VI - MORUMBI (Antonio Jacomini)"",""ESF VII - CESAR CAPATO (Doutor Francisco Xavier Toda Filho)"",""UBS - SANTA JULIA (Ruth Rodrigues de Pereira)"",""UBS - VILA REIS (Dr Pedro Saud)"",""UBS - MORUMBI"",""CENTRO DE SAÚDE"") # eleg_lab_location 454"
56,eleg2_labcollect,lab_collected_yn,Exames laboratoriais coletados?,Exames coletados?,Lab Collected?,elegibilidade,elegibility,dropdown,"0, Não | 1, Sim",,,,,,,,1,,,,BD,0,"data$lab_collected_yn.factor = factor(data$lab_collected_yn,levels=c(""0"",""1"")) # lab_collected_yn 78","levels(data$lab_collected_yn.factor)=c(""Não"",""Sim"") # lab_collected_yn 51"
57,eleg2_labchecked,lab_checked_yn,Exames laboratoriais checados?,Exames checados?,Lab Checked?,elegibilidade,elegibility,dropdown,"0, Não | 1, Sim",,,,,,,,1,,,,BE,0,"data$lab_checked_yn.factor = factor(data$lab_checked_yn,levels=c(""0"",""1"")) # lab_checked_yn 74","levels(data$lab_checked_yn.factor)=c(""Não"",""Sim"") # lab_checked_yn 49"
58,eleg2_labfinding,lab_finding_yn,Alguma alteração nos exames laboratoriais?,Alterações exames?,Lab Findings?,elegibilidade,elegibility,dropdown,"0, Não | 1, Sim",,,,,,,,1,,,,BF,0,"data$lab_finding_yn.factor = factor(data$lab_finding_yn,levels=c(""0"",""1"")) # lab_finding_yn 74","levels(data$lab_finding_yn.factor)=c(""Não"",""Sim"") # lab_finding_yn 49"
59,eleg2_labex,lab_exclusion_yn,Existe alguma alteração laboratorial excludente?,Alteração excludente?,Exclusionary Lab Findings?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BG,0,"data$lab_exclusion_yn.factor = factor(data$lab_exclusion_yn,levels=c(""0"",""1"")) # lab_exclusion_yn 78","levels(data$lab_exclusion_yn.factor)=c(""Não"",""Sim"") # lab_exclusion_yn 51"
60,eleg2_bhcg,bhcg,Beta HCG,Beta HCG,Beta HCG,elegibilidade,elegibility,radio,"0, Negativo | 1, Positivo | 99, Não realizado",,,,,[sex] = '1',,,1,,,,BH,0,"data$bhcg.factor = factor(data$bhcg,levels=c(""0"",""1"",""99"")) # bhcg 59","levels(data$bhcg.factor)=c(""Negativo"",""Positivo"",""Não realizado"") # bhcg 65"
61,eleg2_f_highrisk_2,contraception,Método contraceptivo:,Método contraceptivo,Contraceptive Method,elegibilidade,elegibility,notes,,,,,,[sex] = '1',,,1,,,,BI,1,,
62,normalcycle,preserved_hormone,O ciclo hormonal menstrual está preservado?,Ciclo hormonal preservado?,Hormonal Cycle Preserved?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,[sex] = '1',,,1,,,,BJ,1,"data$preserved_hormone.factor = factor(data$preserved_hormone,levels=c(""0"",""1"")) # preserved_hormone 80","levels(data$preserved_hormone.factor)=c(""Não"",""Sim"") # preserved_hormone 52"
63,contraception_ok,contraception_ready_yn,Risco de gestação e método contraceptivo:A participante já pode iniciar o estudo?,Participante pode iniciar?,Participant Ready to Start?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,[sex] = '1',,,1,,,,BK,0,"data$contraception_ready_yn.factor = factor(data$contraception_ready_yn,levels=c(""0"",""1"")) # contraception_ready_yn 90","levels(data$contraception_ready_yn.factor)=c(""Não"",""Sim"") # contraception_ready_yn 57"
64,eleg2_contraception,contraception_ineligibility,Atenção! Não incluir participante!,Participante não elegível,Participant Ineligible,elegibilidade,elegibility,notes,,,,,,[sex] = '1',, @PLACEHOLDER = 'Detalhe',1,,,,BL,0,,
65,tcle_sent,consent_sent_yn,TCLE enviado?,TCLE enviado?,Consent Form Sent?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BM,0,"data$consent_sent_yn.factor = factor(data$consent_sent_yn,levels=c(""0"",""1"")) # consent_sent_yn 76","levels(data$consent_sent_yn.factor)=c(""Não"",""Sim"") # consent_sent_yn 50"
66,tcle_read,consent_read_yn,TCLE lido pelo participante?,TCLE lido?,Consent Form Read?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BN,0,"data$consent_read_yn.factor = factor(data$consent_read_yn,levels=c(""0"",""1"")) # consent_read_yn 76","levels(data$consent_read_yn.factor)=c(""Não"",""Sim"") # consent_read_yn 50"
67,tcle_questions,consent_questions_yn,O participante tem alguma dúvida sobre os aspectos da pesquisa tratados no TCLE?,Dúvidas sobre TCLE?,Questions about Consent Form?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BO,0,"data$consent_questions_yn.factor = factor(data$consent_questions_yn,levels=c(""0"",""1"")) # consent_questions_yn 86","levels(data$consent_questions_yn.factor)=c(""Não"",""Sim"") # consent_questions_yn 55"
68,tcle_questions_2,consent_questions_2_yn,TCLE dúvidas?,Dúvidas sobre TCLE?,More Questions about Consent Form?,elegibilidade,elegibility,notes,,,,,,,,,1,,,,BP,0,,
69,tcle_questions_3,consent_questions_cleared_yn,Dúvidas esclarecidas?,Dúvidas esclarecidas?,Questions Cleared?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BQ,0,"data$consent_questions_cleared_yn.factor = factor(data$consent_questions_cleared_yn,levels=c(""0"",""1"")) # consent_questions_cleared_yn 102","levels(data$consent_questions_cleared_yn.factor)=c(""Não"",""Sim"") # consent_questions_cleared_yn 63"
70,desire_ok_2,participant_desire_yn,O participante mantém desejo de participar?,Desejo de participar?,Desire to Participate?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BR,0,"data$participant_desire_yn.factor = factor(data$participant_desire_yn,levels=c(""0"",""1"")) # participant_desire_yn 88","levels(data$participant_desire_yn.factor)=c(""Não"",""Sim"") # participant_desire_yn 56"
71,first_visit_2,first_visit_date,Data agendada para a primeira visita,Data 1ª visita,First Visit Date,elegibilidade,elegibility,text,,,date_dmy,,,,,,1,,,,BS,0,,
72,sms_agree,sms_consent_yn,"Gostaria de *solicitar sua autorização* para te enviarmos algumas *mensagens de texto (SMS)*. Esta será uma das formas que iremos nos comunicar através durante a pesquisa. Se concordar, você irá receber mensagens de texto para te *lembrar de datas importantes como datas de consultas ou coleta de exames* ou para responder a alguns *questionários ou perguntas* que são importantes para a pesquisa. Você concorda?",Autorização para recebimento de SMS,SMS Consent Authorized?,elegibilidade,elegibility,radio,"0, Não | 1, Sim",,,,,,,,1,,,,BT,0,"data$sms_consent_yn.factor = factor(data$sms_consent_yn,levels=c(""0"",""1"")) # sms_consent_yn 74","levels(data$sms_consent_yn.factor)=c(""Não"",""Sim"") # sms_consent_yn 49"
73,block_alerts_1st,block_alerts_1st_yn,Block alerts for 1st visit and 1st questionnaires?,Bloquear alertas 1ª visita?,Block Alerts for 1st Visit?,elegibilidade,elegibility,radio,"0, No | 1, Yes",,,,,,,,1,,,,BU,0,"data$block_alerts_1st_yn.factor = factor(data$block_alerts_1st_yn,levels=c(""0"",""1"")) # block_alerts_1st_yn 84","levels(data$block_alerts_1st_yn.factor)=c(""No"",""Yes"") # block_alerts_1st_yn 53"
74,eleg_date,interview_datetime,Data e hora da entrevista,Data entrevista,Interview Date and Time,elegibilidade,elegibility,text,,Dia em que a entrevista está sendo conduzida com o potencial participante,datetime_dmy,,,,, @HIDEBUTTON,1,,,,BV,0,,
75,eleg_interviewer,eleg_interviewer,Entrevistador,Entrevistador,Interviewer,elegibilidade,elegibility,text,,,,,,,,,1,,,,BW,0,,
76,elegibilidade_complete,eleg_complete,Complete?,Formulário elegibilidade completo?,Form elegibilidade complete?,elegibilidade,elegibility,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,1,,,,BX,0,"data$eleg_complete.factor = factor(data$eleg_complete,levels=c(""0"",""1"",""2"")) # eleg_complete 76","levels(data$eleg_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # eleg_complete 73"
77,consent_c16735_yn,consent_signed_yn,Primeira Visita ao centro de pesquisa Finalizar a obtenção do consentimento através da assinatura do TCLE. O TCLE foi assinado?,TCLE assinado?,Consent Form Signed?,tcle,tcle,radio,"0, Não | 1, Sim",,,,,,y,,,1,,,BY,0,"data$consent_signed_yn.factor = factor(data$consent_signed_yn,levels=c(""0"",""1"")) # consent_signed_yn 80","levels(data$consent_signed_yn.factor)=c(""Não"",""Sim"") # consent_signed_yn 52"
78,consent_date,consent_date,Data da assinatura do TCLE,Data assinatura TCLE,Consent Form Signature Date,tcle,tcle,text,,,date_dmy,,,[consent_c16735_yn] = '1',y,"Informed Consent, (NCIT: C16735)",,1,,,BZ,0,,
79,consent_c16735,consent_upload,Faça o upload do TCLE assinado e escaneado,Upload TCLE,Upload Consent Form,tcle,tcle,file,,,,,,[consent_c16735_yn] = '1',y,Informed Consent (NCIT: C16735),,1,,,CA,0,,
80,tcle_complete,tcle_complete,Complete?,Formulário tcle completo?,Form tcle complete?,tcle,tcle,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,,,CB,1,"data$tcle_complete.factor = factor(data$tcle_complete,levels=c(""0"",""1"",""2"")) # tcle_complete 76","levels(data$tcle_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # tcle_complete 73"
81,race,race,Raça CDISC SDTM Race Terminology (NCIT: C74457),Raça,Race,dados_demogrficos,demographic,radio,"c41260, Asiático (Asian: C41260) | c41261, Branco (White, C41261) Denotes a person with European, Middle Eastern, or North African ancestral origin who identifies, or is identified, as White. (FDA) | c128994, Branco, América do Sul (White South American, C128994) A person having origins in the original peoples of Europe, the Middle East, or North Africa, and South America. | c16352, Negro (Black, C16352) | c17998, Desconhecido (Unknown, C17998): Not known, not observed, not recorded, or refused. | c17649, Outro (Other, C17649) {race_other}",,,,,,,,,1,,,CC,1,"data$race.factor = factor(data$race,levels=c(""c41260"",""c41261"",""c128994"",""c16352"",""c17998"",""c17649"")) # race 101","levels(data$race.factor)=c(""Asiático (Asian: C41260)"",""Branco (White, C41261) Denotes a person with European, Middle Eastern, or North African ancestral origin who identifies, or is identified, as White. (FDA)"",""Branco, América do Sul (White South American, C128994) A person having origins in the original peoples of Europe, the Middle East, or North Africa, and South America."",""Negro (Black, C16352)"",""Desconhecido (Unknown, C17998): Not known, not observed, not recorded, or refused."",""Outro (Other, C17649) {race_other}"") # race 526"
82,race_other,race_other,Especifique,Especifique raça,Specify Race,dados_demogrficos,demographic,text,,,,,,[race] = 'c17649',,,,1,,,CD,0,,
83,maritalstatus,marital_status,Estado civilCDISC SDTM Marital Status Terminology (NCIT: C76348),Estado civil,Marital Status,dados_demogrficos,demographic,radio,"c51776, divorciado (divorced: C51776) | c53262, Amasiado (domestic partner: C53262) | c51773, Casado (married: C51773) | c51774, Solteiro (never married: C51774) | c156541, Separado (separated: C156541) | c51775, Viúvo (widowed: C51775)",,,,,,,,,1,,,CE,1,"data$marital_status.factor = factor(data$marital_status,levels=c(""c51776"",""c53262"",""c51773"",""c51774"",""c156541"",""c51775"")) # marital_status 121","levels(data$marital_status.factor)=c(""divorciado (divorced: C51776)"",""Amasiado (domestic partner: C53262)"",""Casado (married: C51773)"",""Solteiro (never married: C51774)"",""Separado (separated: C156541)"",""Viúvo (widowed: C51775)"") # marital_status 227"
84,education,education_years,Número de anos que estudou Number of Years of Education (NCIT: C122393),Anos de estudo,Years of Education,dados_demogrficos,demographic,text,,,integer,,,,y,,,1,,,CF,1,,
85,employment,employment_status,Situação de emprego CDISC SDTM Employment Status Terminology (NCIT: C111108),Situação de emprego,Employment Status,dados_demogrficos,demographic,radio,"c52658, Tempo integral (Full-Time: C52658) | c75563, Desempregado (Not Employed: C75563) | c75562, Tempo parcial (Part-Time: C75562)",,,,,,,,,1,,,CG,1,"data$employment_status.factor = factor(data$employment_status,levels=c(""c52658"",""c75563"",""c75562"")) # employment_status 99","levels(data$employment_status.factor)=c(""Tempo integral (Full-Time: C52658)"",""Desempregado (Not Employed: C75563)"",""Tempo parcial (Part-Time: C75562)"") # employment_status 151"
86,cohabitants,household_size,Número de pessoas que vivem na mesma casa Number of People in Household (NCIT: C198363),Nº de pessoas na casa,Household Size,dados_demogrficos,demographic,text,,,integer,,,,,,,1,,,CH,1,,
87,income,income_level,Nível de renda Income level (NCIT: C154890),Nível de renda,Income Level,dados_demogrficos,demographic,radio,"1, Até R$1.000 | 2, R$1.001 - R$3.000 | 3, R$3.001 - R$5.000 | 4, R$5.000 - R$10.000 | 5, Acima de R$10.000",,,,,,,,,1,,,CI,1,"data$income_level.factor = factor(data$income_level,levels=c(""1"",""2"",""3"",""4"",""5"")) # income_level 82","levels(data$income_level.factor)=c(""Até R$1.000"",""R$1.001 - R$3.000"",""R$3.001 - R$5.000"",""R$5.000 - R$10.000"",""Acima de R$10.000"") # income_level 130"
88,demographic_metadata,demographic_metadata,Metadata (NCIT: C52095)All demographic and socioeconomic data is coded according to NCIT Ontology version 23.06d (2023-06-26) ,Metadados demográficos,Demographic Metadata,dados_demogrficos,demographic,notes,,,,,,,, @HIDDEN,,1,,,CJ,0,,
89,dados_demogrficos_complete,demographic_complete,Complete?,Formulário dados_demogrficos completo?,Form dados_demogrficos complete?,dados_demogrficos,demographic,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,,,CK,1,"data$demographic_complete.factor = factor(data$demographic_complete,levels=c(""0"",""1"",""2"")) # demographic_complete 90","levels(data$demographic_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # demographic_complete 80"
90,questionrio_qualidade_de_vida_timestamp,whoqol_timestamp,Survey Timestamp,Timestamp pesquisa,WHOQOL Survey Timestamp,questionrio_qualidade_de_vida,whoqol,text,,,datetime_dmy,,,,,,,1,,1,CL,1,,
91,wb_1,whoqol_1_quality,Como você avaliaria a sua qualidade de vida?,Qualidade de vida,Quality of Life,questionrio_qualidade_de_vida,whoqol,radio,"1, Muito ruim | 2, Ruim | 3, Nem ruim nem boa | 4, Boa | 5, Muito boa",,,,,,y,,,1,,1,CM,1,"data$whoqol_1_quality.factor = factor(data$whoqol_1_quality,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_1_quality 90","levels(data$whoqol_1_quality.factor)=c(""Muito ruim"",""Ruim"",""Nem ruim nem boa"",""Boa"",""Muito boa"") # whoqol_1_quality 96"
92,wb_2,whoqol_2_health,Quão satisfeito(a) você está com a sua saúde?,Satisfação com saúde,Satisfaction with Health,questionrio_qualidade_de_vida,whoqol,radio,"1, Muito insatisfeito | 2, Insatisfeito | 3, Nem satisfeito nem insatisfeito | 4, Satisfeito | 5, Muito satisfeito",,,,,,y,,,1,,1,CN,1,"data$whoqol_2_health.factor = factor(data$whoqol_2_health,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_2_health 88","levels(data$whoqol_2_health.factor)=c(""Muito insatisfeito"",""Insatisfeito"",""Nem satisfeito nem insatisfeito"",""Satisfeito"",""Muito satisfeito"") # whoqol_2_health 140"
93,wb_3,whoqol_3_pain,Em que medida você acha que sua dor (física) impede você de fazer o que você precisa?,Dor física,Physical Pain,questionrio_qualidade_de_vida,whoqol,radio,"1, Nada | 2, Muito pouco | 3, Mais ou menos | 4, Bastante | 5, Extremamente",,,,,,y,,,1,,1,CO,1,"data$whoqol_3_pain.factor = factor(data$whoqol_3_pain,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_3_pain 84","levels(data$whoqol_3_pain.factor)=c(""Nada"",""Muito pouco"",""Mais ou menos"",""Bastante"",""Extremamente"") # whoqol_3_pain 99"
94,wb_4,whoqol_4_treatment,O quanto você precisa de algum tratamento médico para levar sua vida diária?,Necessidade de tratamento,Need for Treatment,questionrio_qualidade_de_vida,whoqol,radio,"1, Nada | 2, Muito pouco | 3, Mais ou menos | 4, Bastante | 5, Extremamente",,,,,,y,,,1,,1,CP,1,"data$whoqol_4_treatment.factor = factor(data$whoqol_4_treatment,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_4_treatment 94","levels(data$whoqol_4_treatment.factor)=c(""Nada"",""Muito pouco"",""Mais ou menos"",""Bastante"",""Extremamente"") # whoqol_4_treatment 104"
95,wb_5,whoqol_5_enjoyment,O quanto você aproveita a vida?,Aproveitamento da vida,Enjoyment of Life,questionrio_qualidade_de_vida,whoqol,radio,"1, Nada | 2, Muito pouco | 3, Mais ou menos | 4, Bastante | 5, Extremamente",,,,,,y,,,1,,1,CQ,1,"data$whoqol_5_enjoyment.factor = factor(data$whoqol_5_enjoyment,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_5_enjoyment 94","levels(data$whoqol_5_enjoyment.factor)=c(""Nada"",""Muito pouco"",""Mais ou menos"",""Bastante"",""Extremamente"") # whoqol_5_enjoyment 104"
96,wb_6,whoqol_6_meaning,Em que medida você acha que a sua vida tem sentido?,Sentido da vida,Meaning of Life,questionrio_qualidade_de_vida,whoqol,radio,"1, Nada | 2, Muito pouco | 3, Mais ou menos | 4, Bastante | 5, Extremamente",,,,,,y,,,1,,1,CR,1,"data$whoqol_6_meaning.factor = factor(data$whoqol_6_meaning,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_6_meaning 90","levels(data$whoqol_6_meaning.factor)=c(""Nada"",""Muito pouco"",""Mais ou menos"",""Bastante"",""Extremamente"") # whoqol_6_meaning 102"
97,wb_7,whoqol_7_concentration,O quanto você consegue se concentrar?,Capacidade de concentração,Ability to Concentrate,questionrio_qualidade_de_vida,whoqol,radio,"1, Nada | 2, Muito pouco | 3, Mais ou menos | 4, Bastante | 5, Extremamente",,,,,,y,,,1,,1,CS,1,"data$whoqol_7_concentration.factor = factor(data$whoqol_7_concentration,levels=c(""1"",""2"",""3"",""4"",""5"")) # whoqol_7_concentration 102","levels(data$whoqol_7_concentration.factor)=c(""Nada"",""Muito pouco"",""Mais ou menos"",""Bastante"",""Extremamente"") # whoqol_7_concentration 108"
